iter	Passed	Remaining
471	700	783
472	701	781
473	702	779
474	703	777
475	704	775
476	705	773
477	706	771
478	707	769
479	708	767
480	709	765
481	710	763
482	712	762
483	713	761
484	715	759
485	716	757
486	717	756
487	718	754
488	719	752
489	720	749
490	721	747
491	723	746
492	724	745
493	726	743
494	727	741
495	728	739
496	729	737
497	730	736
498	731	734
499	732	732
500	732	729
501	733	727
502	734	726
503	735	724
504	737	722
505	738	721
506	739	719
507	740	717
508	741	715
509	742	713
510	743	711
511	744	709
512	745	707
513	746	706
514	748	705
515	750	703
516	751	701
517	752	699
518	753	698
519	754	696
520	755	694
521	755	692
522	756	690
523	757	688
524	758	686
525	759	684
526	761	683
527	762	682
528	764	680
529	765	678
530	765	676
531	766	674
532	767	672
533	768	670
534	769	668
535	770	667
536	772	665
537	773	664
538	774	662
539	775	660
540	776	659
541	777	657
542	778	655
543	779	653
544	780	651
545	780	649
546	781	647
547	783	645
548	784	644
549	785	642
550	786	641
551	787	639
552	788	637
553	789	635
554	790	634
555	791	632
556	792	630
557	794	628
558	795	627
559	797	626
560	798	624
561	799	623
562	800	621
563	801	619
564	802	617
565	803	615
566	804	614
567	805	612
568	806	610
569	808	609
570	810	608
571	815	610
572	816	608
573	819	608
574	822	607
575	823	606
576	825	604
577	826	603
578	827	601
579	829	600
580	830	598
581	833	598
582	836	598
583	837	596
584	839	595
585	840	593
586	841	592
587	843	590
588	845	590
589	848	589
590	849	587
591	850	585
592	851	584
593	853	583
594	854	581
595	856	580
596	858	579
597	860	578
598	861	576
599	862	575
600	863	573
601	866	572
602	869	572
603	875	574
604	878	573
605	879	571
606	880	569
607	882	568
608	884	567
609	885	566
610	886	564
611	887	562
612	889	561
613	890	559
614	891	558
615	893	557
616	896	556
617	897	555
618	899	553
619	900	551
620	901	550
621	902	548
622	904	547
623	908	547
624	909	545
625	910	544
626	911	542
627	912	540
628	914	539
629	915	537
630	916	535
631	918	535
632	921	534
633	922	532
634	923	530
635	924	529
636	925	527
637	926	525
638	927	524
639	929	522
640	931	521
641	932	519
642	933	518
643	934	516
644	935	515
645	936	513
646	938	511
647	939	510
648	940	508
649	941	506
650	943	505
651	945	504
652	946	502
653	947	501
654	948	499
655	950	498
656	951	496
657	952	494
658	953	493
659	954	491
660	956	490
661	957	489
662	958	487
663	959	485
664	960	484
665	962	482
666	962	480
667	963	479
668	964	477
669	967	476
670	968	474
671	969	473
672	970	471
673	972	470
674	973	468
675	974	467
676	975	465
677	977	464
678	979	462
679	980	461
680	981	459
681	982	458
682	983	456
683	985	455
684	1015	467
685	1016	465
686	1018	464
687	1019	462
688	1021	461
689	1023	459
690	1024	457
691	1025	456
692	1025	454
693	1026	452
694	1028	451
695	1031	450
696	1033	449
697	1034	447
698	1035	445
699	1036	444
700	1037	442
701	1038	441
702	1040	439
703	1042	438
704	1043	436
705	1044	434
706	1045	433
707	1046	431
708	1047	429
709	1048	428
710	1049	426
711	1051	425
712	1053	424
713	1055	422
714	1056	421
715	1057	419
716	1058	417
717	1059	416
718	1060	414
719	1061	412
720	1062	411
721	1064	410
722	1066	408
723	1068	407
724	1068	405
725	1069	403
726	1071	402
727	1072	400
728	1073	398
729	1074	397
730	1075	395
731	1078	394
732	1080	393
733	1081	391
734	1082	390
735	1083	388
736	1084	387
737	1085	385
738	1086	383
739	1087	382
740	1089	380
741	1091	379
742	1092	377
743	1093	376
744	1094	374
745	1095	373
746	1096	371
747	1097	369
748	1099	368
749	1102	367
750	1104	366
751	1105	364
752	1106	363
753	1107	361
754	1109	359
755	1110	358
756	1111	356
757	1113	355
758	1115	354
759	1116	352
760	1117	351
761	1118	349
762	1119	347
763	1120	346
764	1121	344
765	1122	342
766	1124	341
767	1126	340
768	1128	338
769	1129	337
770	1130	335
771	1131	334
772	1132	332
773	1133	330
774	1134	329
775	1136	327
776	1138	326
777	1139	325
778	1141	323
779	1141	322
780	1142	320
781	1144	319
782	1145	317
783	1146	315
784	1148	314
785	1150	313
786	1152	311
787	1153	310
788	1154	308
789	1155	307
790	1157	305
791	1158	304
792	1159	302
793	1160	301
794	1163	299
795	1165	298
796	1166	297
797	1167	295
798	1168	293
799	1169	292
800	1170	290
801	1171	289
802	1172	287
803	1174	286
804	1175	284
805	1177	283
806	1178	281
807	1179	280
808	1180	278
809	1181	277
810	1183	275
811	1184	274
812	1186	272
813	1188	271
814	1189	270
815	1190	268
816	1191	266
817	1192	265
818	1194	263
819	1195	262
820	1196	260
821	1197	259
822	1199	257
823	1200	256
824	1202	254
825	1203	253
826	1204	251
827	1205	250
828	1206	248
829	1207	247
830	1208	245
831	1210	244
832	1212	243
833	1213	241
834	1214	240
835	1216	238
836	1217	237
837	1218	235
838	1219	233
839	1220	232
840	1222	231
841	1223	229
842	1224	228
843	1225	226
844	1226	225
845	1228	223
846	1229	222
847	1229	220
848	1230	218
849	1232	217
850	1234	216
851	1235	214
852	1237	213
853	1238	211
854	1239	210
855	1240	208
856	1241	207
857	1242	205
858	1243	204
859	1245	202
860	1246	201
861	1248	199
862	1249	198
863	1250	196
864	1251	195
865	1252	193
866	1253	192
867	1254	190
868	1255	189
869	1257	187
870	1259	186
871	1260	185
872	1261	183
873	1262	182
874	1264	180
875	1265	179
876	1265	177
877	1266	176
878	1268	174
879	1269	173
880	1272	171
881	1273	170
882	1274	168
883	1275	167
884	1276	165
885	1276	164
886	1277	162
887	1278	161
888	1281	159
889	1283	158
890	1286	157
891	1287	155
892	1288	154
893	1289	152
894	1290	151
895	1295	150
896	1297	149
897	1299	147
898	1301	146
899	1302	144
900	1303	143
901	1304	141
902	1305	140
903	1308	138
904	1310	137
905	1311	136
906	1312	134
907	1313	133
908	1314	131
909	1315	130
910	1316	128
911	1317	127
912	1319	125
913	1320	124
914	1321	122
915	1321	121
916	1322	119
917	1323	118
918	1324	116
919	1325	115
920	1326	113
921	1327	112
922	1328	110
923	1331	109
924	1332	108
925	1333	106
926	1334	105
927	1335	103
928	1336	102
929	1337	100
930	1337	99
931	1338	97
932	1339	96
933	1340	94
934	1341	93
935	1343	91
936	1345	90
937	1346	88
938	1347	87
939	1348	86
940	1349	84
941	1350	83
942	1351	81
943	1352	80
944	1353	78
945	1355	77
946	1356	75
947	1357	74
948	1358	73
949	1359	71
950	1360	70
951	1361	68
952	1361	67
953	1362	65
954	1363	64
955	1364	62
956	1366	61
957	1368	59
958	1369	58
959	1370	57
960	1371	55
961	1372	54
962	1373	52
963	1374	51
964	1374	49
965	1375	48
966	1377	47
967	1381	45
968	1382	44
969	1383	42
970	1384	41
971	1385	39
972	1385	38
973	1386	37
974	1387	35
975	1388	34
976	1390	32
977	1393	31
978	1394	29
979	1395	28
980	1396	27
981	1397	25
982	1398	24
983	1399	22
984	1399	21
985	1400	19
986	1401	18
987	1403	17
988	1405	15
989	1406	14
990	1407	12
991	1408	11
992	1409	9
993	1410	8
994	1410	7
995	1411	5
996	1413	4
997	1415	2
998	1416	1
999	1417	0
